	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627	110627
	M. africanum1	M. africanum1	M. africanum1	M. africanum2	M. africanum2	M. africanum2	M. gallinarum	M. gallinarum	M. gallinarum	M. marinum	M. marinum	M. marinum	M. xenopi	M. xenopi	M. xenopi	M. szulgai	M. szulgai	M. szulgai	M. scrofulaceum	M. scrofulaceum	M. scrofulaceum	M. bovis	M. bovis	M. bovis	M. kansasii	M. kansasii	M. kansasii	M. avium	M. avium	M. avium	M. flavescence	M. flavescence	M. flavescence	BCG35740	BCG35740	BCG35740	M. rhodesiae	M. rhodesiae	M. rhodesiae	M. phlei	M. phlei	M. phlei	M. chelonae	M. chelonae	M. chelonae	M. brandae	M. brandae	M. brandae	11152	11152	11152	M. lacus	M. lacus	M. lacus	M. simiae	M. simiae	M. simiae	M. africanum3	M. africanum3	M. microti	M. microti	M. microti	M. fortuitum	M. fortuitum	M. fortuitum	10460	10460	10460	15987	15987	15987	NTC	NTC	NTC
Temperature (¡C)	M. africanum	M. africanum	M. africanum	M. africanum	M. africanum	M. africanum	M. gallinarum	M. gallinarum	M. gallinarum	M. marinum	M. marinum	M. marinum	M. xenopi	M. xenopi	M. xenopi	M. szulgai	M. szulgai	M. szulgai	M. scrofulaceum	M. scrofulaceum	M. scrofulaceum	M. bovis	M. bovis	M. bovis	M. kansasii	M. kansasii	M. kansasii	M. avium	M. avium	M. avium	M. flavescence	M. flavescence	M. flavescence	M. bovis	M. bovis	M. bovis	M. rhodesiae	M. rhodesiae	M. rhodesiae	M. phlei	M. phlei	M. phlei	M. chelonae	M. chelonae	M. chelonae	M. brandae	M. brandae	M. brandae	M. microti	M. microti	M. microti	M. lacus	M. lacus	M. lacus	M. simiae	M. simiae	M. simiae	M. africanum	M. africanum	M. microti	M. microti	M. microti	M. fortuitum	M. fortuitum	M. fortuitum	M. tuberculosis	M. tuberculosis	M. tuberculosis	M. tuberculosis	M. tuberculosis	M. tuberculosis	NTC	NTC	NTC
41.8	4268.44444	4486.22222	4474.33333	4588.77778	4528.33333	4743.55556	4539.88889	5291.33333	5626.66667	4291.88889	4621.11111	4642.44444	5193.33333	5213	5235	5326.88889	4993.77778	5073.55556	4170.88889	4349.22222	4507.22222	4963.33333	5163.22222	5013.33333	4370.22222	4372.22222	4409.33333	4137.88889	4311.77778	4153.22222	5454	5370	5710.55556	4774.77778	4600.33333	4813.33333	4393.77778	4454.22222	4684.77778	5448	5260.33333	5388.33333	4915.88889	5323.66667	5154.44444	4910.66667	4382.22222	5111.44444	4282.55556	4384.88889	4195	4806.55556	5004.22222	4999.33333	4194.88889	4511	4515.22222	4427.44444	4416.66667	4419.66667	4379	4644.11111	5619.77778	5605.77778	5693.22222	4118.44444	3945.44444	4338.66667	4498.11111	4625.22222	4482.88889	4732.88889	5130.11111	5356.55556
42.76667	4328.33333	4553.33333	4537.55556	4651.77778	4592	4811.66667	4589.66667	5376.11111	5712	4344.44444	4690	4704.77778	5256.77778	5286	5305.66667	5392.77778	5056.33333	5133.22222	4222.44444	4402	4561.66667	4967.88889	5164.11111	5011.11111	4422.55556	4427.22222	4466.11111	4199.44444	4377.55556	4219	5523.33333	5439.77778	5784.55556	4784.22222	4608.33333	4818.44444	4472.55556	4534.11111	4769.44444	5537.77778	5344.33333	5472.77778	4982.22222	5392.66667	5230.88889	5035.88889	4454.77778	5251.55556	4344.11111	4443	4251.22222	4894.66667	5105.22222	5095	4245	4568.66667	4570.55556	4483.44444	4478.22222	4477.33333	4440.88889	4710.22222	5693.44444	5665.88889	5752.11111	4184	4003.77778	4403.77778	4571.33333	4698.66667	4555.11111	4796.11111	5202.11111	5423.44444
43.76667	4397.22222	4620.55556	4610.33333	4723.77778	4662.77778	4884.33333	4642.33333	5455.33333	5802.44444	4404	4767	4776.11111	5336.11111	5364.77778	5385.33333	5464.66667	5122.44444	5201.22222	4280.44444	4467.22222	4625	4969.55556	5165.66667	5004.55556	4480.33333	4484.66667	4528.44444	4262.88889	4447	4283.44444	5588.77778	5506	5855.88889	4789.11111	4612.77778	4823.66667	4554.66667	4624.33333	4874.66667	5630.55556	5432.88889	5555.77778	5053.55556	5466.33333	5308.77778	5143.77778	4527.22222	5372.66667	4411.11111	4508.33333	4317.55556	4981.44444	5202.33333	5184.77778	4298.44444	4634	4632.33333	4545.22222	4544.77778	4540.55556	4504.44444	4777.11111	5763.88889	5730.66667	5817.66667	4251.88889	4065.77778	4477.77778	4652.66667	4784.88889	4635.44444	4862.44444	5278.88889	5501.44444
44.8	4465.55556	4695.77778	4685.22222	4798.22222	4736.33333	4962.77778	4696.11111	5542.22222	5890.33333	4473	4853.33333	4860.66667	5416.22222	5452.88889	5474.11111	5540.55556	5194.77778	5278.22222	4345.88889	4540.55556	4696.77778	4973	5172.44444	5000.44444	4546.55556	4554.22222	4594.44444	4335.11111	4517.88889	4346.11111	5644.77778	5571.88889	5922.33333	4793.88889	4622.66667	4830.44444	4664	4728.22222	5005.33333	5708.66667	5517.44444	5637.44444	5125.33333	5542.44444	5386.88889	5243.44444	4601.44444	5482.77778	4476.11111	4576.44444	4387.55556	5060.77778	5292.11111	5268.44444	4358	4705.55556	4701	4609.77778	4613.33333	4608.55556	4573.88889	4851.88889	5836	5796.55556	5885.33333	4329.44444	4136	4561	4746.66667	4883.44444	4727.33333	4927.77778	5349.88889	5571.88889
45.73333	4535.44444	4771.44444	4760.33333	4876.44444	4809.55556	5037.77778	4745.55556	5624.33333	5981.33333	4552.88889	4948.11111	4952	5504.66667	5547.22222	5569.33333	5627.44444	5274.33333	5364	4419.55556	4625.44444	4780.88889	4980.77778	5186.55556	5006	4623.77778	4628.33333	4672	4407.88889	4601.66667	4405.11111	5698.77778	5632.77778	5985.88889	4806.88889	4638.11111	4845.11111	4801.11111	4864.55556	5167.22222	5786.55556	5602.33333	5717.11111	5194.33333	5623.44444	5458.44444	5328.77778	4662	5573.44444	4538.33333	4641.88889	4457.22222	5140.11111	5365.33333	5354.22222	4426.22222	4785.55556	4779.88889	4680.44444	4680.11111	4677.77778	4642.44444	4934.55556	5903.11111	5868	5956.55556	4409	4216.66667	4659.88889	4850.88889	4992.77778	4829.44444	4991.88889	5412.55556	5642.55556
46.7	4607	4852.77778	4832.55556	4954	4886	5117.77778	4796.88889	5712.44444	6076.44444	4656.22222	5068.77778	5054.77778	5600.55556	5654.33333	5677.55556	5728.88889	5367.55556	5458.77778	4511.22222	4721	4878.11111	5000.11111	5213.11111	5023.88889	4723.88889	4724.88889	4765.44444	4490.77778	4698.55556	4462.88889	5752.66667	5693.55556	6042.44444	4826.55556	4664.88889	4863.88889	4970.66667	5034.22222	5358.88889	5860.88889	5683.88889	5799.55556	5263.22222	5698.66667	5535.11111	5406	4725.33333	5654.55556	4606.22222	4712.33333	4525.66667	5211	5435.55556	5429.66667	4508.22222	4883.66667	4874.88889	4753.44444	4750.22222	4752.22222	4714.77778	5018	5982.77778	5939.77778	6032.33333	4504.88889	4309.33333	4762.55556	4967.77778	5111.88889	4940.55556	5049.66667	5469.55556	5704.77778
47.7	4685.22222	4938.44444	4917.22222	5033.44444	4963.66667	5194.11111	4841.55556	5796.11111	6178.66667	4795.11111	5218.11111	5183	5721	5776.88889	5808.33333	5851.22222	5475.44444	5570.77778	4626.88889	4846.55556	5002.11111	5030.55556	5250.11111	5057.11111	4847.77778	4848.33333	4892.11111	4587.88889	4817.11111	4512.77778	5805.77778	5746.66667	6100.77778	4864.22222	4700.44444	4895.77778	5158.77778	5229.55556	5577.11111	5941.88889	5764	5885.55556	5336.11111	5777.55556	5611.55556	5466.88889	4781.77778	5730.77778	4684.44444	4787	4596.44444	5284.11111	5497.88889	5500.88889	4621.22222	5005.22222	4995.66667	4827.11111	4827.66667	4831.77778	4783.22222	5105	6067.55556	6017.44444	6114.22222	4614.44444	4407.55556	4876.77778	5094.66667	5244.44444	5064.11111	5101.44444	5524.55556	5770.77778
48.73333	4771	5027.22222	5002.77778	5116	5045.55556	5283.77778	4891.66667	5881.22222	6279.77778	4968.11111	5399	5349.66667	5859.22222	5934.44444	5969.22222	5987.55556	5596.33333	5698.77778	4780.88889	5008.33333	5156	5083.22222	5306.77778	5102.33333	5009.77778	5015.55556	5053.55556	4714.66667	4956.77778	4567.33333	5859.55556	5802	6159.44444	4910.44444	4741.88889	4940.44444	5347	5426	5804.33333	6015.33333	5848.11111	5970.33333	5408.22222	5855.77778	5696	5533.11111	4836.77778	5802.77778	4764.22222	4867.55556	4667.55556	5361	5572.55556	5574.22222	4764.88889	5161.55556	5151.11111	4904.77778	4908.33333	4912.11111	4863	5186	6163.44444	6102.55556	6207.22222	4732.11111	4515.44444	4993.22222	5241.88889	5390.44444	5203.33333	5159.11111	5583.44444	5841.33333
49.73333	4854.77778	5118.22222	5095	5197.55556	5124.88889	5367.55556	4941.44444	5972.11111	6381.55556	5164.11111	5606.33333	5547.44444	6021.66667	6115.77778	6165.33333	6137.55556	5724.88889	5827.88889	4963.11111	5212.77778	5351.55556	5146.22222	5370.11111	5163.22222	5209	5211.77778	5247	4864.22222	5117.11111	4612.33333	5914.55556	5852.44444	6219.55556	4968.11111	4793.55556	4995.55556	5517.77778	5600.66667	6014.88889	6085.77778	5931.66667	6050.77778	5485	5943.77778	5783	5595	4892.11111	5873.44444	4845.88889	4946.11111	4744.22222	5435.22222	5643.88889	5650.11111	4946.66667	5351.77778	5341.22222	4983.11111	4990.44444	4988.55556	4938.66667	5271.55556	6260.33333	6195	6304.44444	4853.88889	4627.11111	5119	5393.88889	5547.22222	5353.33333	5214	5644.44444	5904.11111
50.7	4931.22222	5202.77778	5173.22222	5275.11111	5194.77778	5451.66667	4989.66667	6056.44444	6481.33333	5362.55556	5822	5753.55556	6196.33333	6319.77778	6371.66667	6274.44444	5848.22222	5956.11111	5166	5436.11111	5573.22222	5214.44444	5440.11111	5220.88889	5433	5432	5454.88889	5020.11111	5284	4659.22222	5969.11111	5908.77778	6282	5026.55556	4845.22222	5050.44444	5653.22222	5743.55556	6190.44444	6152.77778	6015.22222	6126.77778	5559.33333	6022.55556	5869	5659.44444	4945	5936.44444	4917.44444	5023.22222	4814.33333	5507.66667	5713.55556	5729.88889	5147.66667	5566.11111	5554.88889	5057.22222	5064.66667	5055.33333	5011.88889	5351.11111	6361.55556	6295.55556	6397.44444	4974.55556	4743.44444	5244.33333	5547.77778	5708.88889	5495.88889	5268.55556	5704.22222	5969
51.7	4994.11111	5271.11111	5241.77778	5340.22222	5256.33333	5517.77778	5031.33333	6151.33333	6582	5545.55556	6030.77778	5942	6378.44444	6514.55556	6580.33333	6396.77778	5955.33333	6062.55556	5366.44444	5655.33333	5794.44444	5264.11111	5494.55556	5272.44444	5652.11111	5644	5660.55556	5166.33333	5441.88889	4696.88889	6023.11111	5965.11111	6343.22222	5079.88889	4893.33333	5096	5759.22222	5855.33333	6333.66667	6219.66667	6087.88889	6200.11111	5634.44444	6100.44444	5954.77778	5715.22222	5001.77778	5999.88889	4982	5087.66667	4873.22222	5569	5769.77778	5797.44444	5345.11111	5776.44444	5764.55556	5118.11111	5126.11111	5113.66667	5066.55556	5416.55556	6455.88889	6393.77778	6486.88889	5096.11111	4853.33333	5372.22222	5685.33333	5862.33333	5634.55556	5313.33333	5757.33333	6014.88889
52.7	5040.66667	5317.55556	5287	5389.55556	5301.11111	5563	5065.33333	6240.11111	6674.88889	5694.77778	6207.55556	6108.88889	6541.11111	6686.77778	6757	6488.77778	6041.88889	6150.88889	5545.88889	5849	5986.77778	5297.11111	5534.77778	5302.66667	5842.22222	5834.11111	5843.33333	5296	5579.55556	4737.33333	6076.22222	6026.88889	6400.11111	5114.88889	4927.55556	5128.22222	5840	5934.66667	6448.77778	6280.22222	6159	6272.55556	5708.55556	6174.88889	6030.77778	5772	5049.44444	6060.55556	5025.66667	5127.66667	4910.55556	5621.22222	5821.55556	5857.33333	5514.33333	5959.22222	5948.11111	5162.55556	5165.44444	5153.44444	5105.22222	5462	6542.22222	6477.22222	6572.55556	5208.11111	4956.33333	5490.66667	5813.11111	6008.33333	5767.11111	5355.77778	5806.55556	6064.33333
53.7	5074.55556	5348.11111	5319	5420.77778	5338.44444	5594	5100.22222	6325	6760.88889	5808.55556	6352.44444	6242.11111	6673.22222	6836.66667	6904.44444	6574.88889	6112.11111	6218.11111	5693.22222	6002.11111	6140.11111	5313	5561.11111	5319.44444	5993.77778	5982.66667	5993.33333	5403.66667	5692.55556	4779.44444	6131.66667	6081	6452.44444	5139.77778	4950.88889	5147.11111	5914.88889	6003.55556	6543	6340.33333	6228.22222	6335.55556	5779	6248.66667	6107.55556	5828.55556	5091.77778	6115.44444	5056	5147.11111	4936.88889	5674.44444	5868.11111	5913.33333	5646.66667	6100.44444	6092.22222	5194.88889	5194.55556	5178.88889	5130.11111	5492.66667	6616	6551.66667	6649.66667	5311.66667	5046.22222	5601.22222	5931.55556	6138.44444	5888.44444	5402.22222	5855.77778	6109.33333
54.7	5097.11111	5366.22222	5341	5451.66667	5369.88889	5622.77778	5123.22222	6383.88889	6830.55556	5879.11111	6459.33333	6343	6777	6950	7007.33333	6642.66667	6166.88889	6277.66667	5800.88889	6122	6255.44444	5326	5577.33333	5324.66667	6105	6086.66667	6100.44444	5484.88889	5772.11111	4819.55556	6178.55556	6128.77778	6503.44444	5148.88889	4965.66667	5164.55556	5974.66667	6062.55556	6611.33333	6390	6282.88889	6394.22222	5841.22222	6311.88889	6171.44444	5881.55556	5132.44444	6167.44444	5074.11111	5159.55556	4951.88889	5730.11111	5917	5971.11111	5742.11111	6204.88889	6199.22222	5216.33333	5215.77778	5202.11111	5152.22222	5517.88889	6675.77778	6603.55556	6717.44444	5399.44444	5124	5688.11111	6031.66667	6250.44444	5990.11111	5446	5904.77778	6171.33333
55.7	5121	5392	5364	5484.66667	5398.66667	5651.44444	5138.11111	6429.11111	6880	5929.88889	6529.88889	6410.22222	6850.44444	7038.22222	7081	6695	6204.77778	6314.55556	5875.66667	6192.66667	6335.88889	5339.55556	5597.11111	5335.88889	6180.11111	6158.44444	6173	5542	5827.44444	4855.22222	6223.44444	6163	6551	5168.88889	4980	5181.11111	6026.11111	6115.88889	6664.77778	6438	6329.88889	6438	5888.44444	6361.22222	6229.11111	5919.55556	5175.44444	6213.33333	5092.77778	5182.77778	4969	5778.33333	5952.77778	6019.66667	5807.55556	6271.33333	6271.88889	5238.66667	5239.66667	5220.33333	5173.11111	5538.44444	6718.55556	6648.44444	6766.44444	5464.77778	5182.11111	5761.88889	6109.55556	6329.88889	6060.55556	5484.22222	5951.22222	6215.77778
56.7	5141.33333	5417.77778	5389.77778	5525.11111	5433.44444	5685.66667	5139.33333	6455.11111	6914.44444	5942.66667	6568.77778	6447.22222	6900.44444	7083	7124.77778	6721.22222	6219.44444	6321.11111	5913.33333	6239.11111	6384.88889	5366.22222	5619.11111	5357.11111	6221.77778	6196.55556	6211.11111	5580.55556	5861.22222	4883.11111	6255.44444	6192.33333	6588.44444	5186.11111	4992	5203.55556	6059.55556	6153.77778	6705.44444	6472.77778	6353.44444	6478.11111	5923.77778	6398.11111	6270.55556	5950.66667	5216.11111	6252.33333	5114.88889	5207.66667	4986.33333	5811.22222	5984.44444	6054.44444	5842.55556	6314.77778	6319.44444	5258.77778	5262.44444	5246.33333	5194.33333	5565.77778	6740.88889	6663.11111	6797.88889	5497.44444	5221.22222	5802.11111	6149.77778	6377.33333	6103.88889	5519.88889	5992.77778	6256.88889
57.7	5170.55556	5457.33333	5420.88889	5563	5468.11111	5711.66667	5133.55556	6471.66667	6921.11111	5940.66667	6586	6466.11111	6925.66667	7102.66667	7134	6725.33333	6222.22222	6305	5927.11111	6245.44444	6405.11111	5390.22222	5651	5387.11111	6234	6218.44444	6222.55556	5608.88889	5883.44444	4912.55556	6280	6214.55556	6609	5219.22222	5014.88889	5222.11111	6079	6170.11111	6729.44444	6502.44444	6379.44444	6501.11111	5951.66667	6422.11111	6298.77778	5972	5251.55556	6279.66667	5144.55556	5237.22222	5014.88889	5823.22222	6000.66667	6072	5855.88889	6327.66667	6335.22222	5289.22222	5292.33333	5270.22222	5217.55556	5594.33333	6743.66667	6662.22222	6801.66667	5502.66667	5228	5806.66667	6155.88889	6378.33333	6100.44444	5550.88889	6029.55556	6290.55556
58.7	5203.55556	5495.22222	5456.55556	5600.77778	5503.11111	5752.77778	5112.66667	6462.22222	6914.88889	5904.77778	6584.55556	6458.88889	6925.33333	7089	7114.77778	6711.88889	6207.22222	6271.33333	5922	6233.66667	6402.11111	5429	5690.33333	5427.77778	6230.22222	6203.33333	6222.66667	5623.77778	5892.44444	4942.22222	6291	6232.66667	6620.88889	5251.33333	5043.77778	5246.11111	6093	6179.33333	6739.55556	6514.44444	6386.11111	6518.66667	5960.77778	6433.44444	6311.44444	5992.77778	5278.77778	6305.11111	5174.44444	5267.88889	5044.55556	5827.11111	6010.44444	6083.55556	5844.44444	6325.55556	6340.22222	5320.44444	5325.11111	5300.33333	5251.55556	5639.55556	6720.77778	6634.77778	6787	5480.22222	5206.88889	5776.55556	6124.44444	6343.44444	6065.88889	5583.44444	6063.77778	6334.55556
59.7	5253.88889	5551.44444	5506.77778	5645.77778	5544.66667	5795.44444	5084.66667	6454.22222	6876.66667	5862.22222	6565.33333	6443.55556	6910.77778	7062.22222	7069.44444	6676	6180.44444	6226.66667	5893.44444	6192.66667	6384.44444	5473.44444	5742.44444	5473.77778	6199.66667	6176.77778	6202.22222	5634.66667	5893	4971.44444	6301.33333	6241.66667	6626.66667	5295.22222	5087.66667	5276.22222	6099.44444	6177.88889	6733.22222	6531	6397.22222	6518.33333	5964.33333	6428.11111	6319.66667	6007.66667	5309.77778	6327.33333	5224.66667	5312	5081.66667	5818.11111	6017.22222	6080.66667	5825.44444	6309	6320.22222	5368.11111	5368.66667	5339.44444	5295.33333	5688.11111	6677.55556	6596.22222	6752.55556	5435.44444	5162.88889	5719.55556	6065.11111	6278.11111	6006.33333	5609.44444	6097.55556	6372.66667
60.7	5325	5626.55556	5585.22222	5715.77778	5608.88889	5865.44444	5048.44444	6429.44444	6840.33333	5804.88889	6529.22222	6415.77778	6880.88889	7017.44444	7019.44444	6627.88889	6139.77778	6164.33333	5850.55556	6146.33333	6350.33333	5547.22222	5826.22222	5557	6153.66667	6133.88889	6173.33333	5640.22222	5888.66667	4992.44444	6303.44444	6247.55556	6631.77778	5357	5145.33333	5331.55556	6101.44444	6171.22222	6719.88889	6543.44444	6394.66667	6515.22222	5953.55556	6413.55556	6317.33333	6019.88889	5342.55556	6348.22222	5291	5377.33333	5144.77778	5806	6017.88889	6069.77778	5795.88889	6284.22222	6299.44444	5433	5435.77778	5393.22222	5357.44444	5763.11111	6616.88889	6545.55556	6712.66667	5395	5122.11111	5672.22222	6015.55556	6232.22222	5960	5638.44444	6125.88889	6402.11111
61.7	5440.55556	5745.77778	5703.77778	5818.66667	5709.33333	5965	5020.44444	6415.22222	6800.44444	5755.55556	6483.44444	6394.22222	6855.66667	6982.22222	6975.55556	6578.11111	6096.66667	6108.55556	5792.22222	6097.66667	6322	5665.22222	5959.11111	5677.11111	6095.44444	6095.22222	6125.11111	5647	5887.88889	5015.44444	6310	6253.11111	6636	5459.11111	5240.66667	5418.33333	6103.22222	6166.66667	6707.33333	6564.77778	6395	6516.77778	5945.33333	6395.66667	6316.55556	6032.33333	5379.66667	6364.77778	5405	5481.11111	5246.55556	5790	6028.11111	6056.44444	5770.88889	6262.22222	6270.66667	5544.66667	5538.66667	5497.11111	5460.44444	5878.22222	6555.11111	6498.22222	6674.77778	5385.22222	5117.77778	5666.77778	6014.77778	6243.55556	5966.33333	5665.77778	6155.11111	6423.11111
62.7	5616.22222	5924.66667	5886.22222	5973.55556	5853	6119.88889	4995.88889	6397.22222	6774.55556	5707.77778	6450.22222	6375.88889	6828.88889	6952	6945.33333	6538.66667	6057.22222	6064.22222	5748.66667	6057.11111	6292.22222	5844.66667	6166	5876	6054.88889	6056.44444	6093.11111	5656.77778	5887.44444	5037.77778	6319.88889	6269.88889	6649.33333	5617.55556	5384.77778	5555.88889	6102.66667	6166.11111	6704.33333	6583.22222	6388.66667	6530.33333	5930.44444	6373.88889	6304.55556	6045.22222	5413.77778	6388.11111	5571.88889	5637.77778	5402.44444	5777	6032.66667	6049.88889	5748.22222	6243.55556	6258.33333	5700.11111	5695.66667	5650.55556	5617.22222	6060.44444	6501.55556	6454.77778	6644.88889	5447.55556	5169.66667	5736.66667	6099.44444	6346.55556	6054.88889	5689.88889	6183.88889	6448.66667
63.7	5837.55556	6158.44444	6109.22222	6161.44444	6033.77778	6312.55556	4982.66667	6401.44444	6753.33333	5684.55556	6435.88889	6379.33333	6824.77778	6952.66667	6932.66667	6516.22222	6035	6036.33333	5727.11111	6034.22222	6286.77778	6069.88889	6416.88889	6105.11111	6031	6039	6078.11111	5678.44444	5901.11111	5066.88889	6335.44444	6291.22222	6663	5817.55556	5566.44444	5727.22222	6120.88889	6182.88889	6713.11111	6608.33333	6395.22222	6552.66667	5923.33333	6353.44444	6296.11111	6062.88889	5445.88889	6418.66667	5784.22222	5838.66667	5587.66667	5781.44444	6052.88889	6062.66667	5740.66667	6247.55556	6258.11111	5900.44444	5889.55556	5850	5809.44444	6283.33333	6471.55556	6430.55556	6630.55556	5563	5270.44444	5861.55556	6246.44444	6505.44444	6206.66667	5715.66667	6217.44444	6475.77778
64.7	6052.55556	6386.11111	6324.66667	6339.66667	6204.66667	6495.66667	4970.11111	6412.77778	6742.55556	5663.77778	6436	6383.55556	6827.22222	6957.88889	6934.55556	6508.22222	6026.22222	6017.55556	5723.88889	6028.22222	6280.44444	6280	6652.44444	6327.22222	6026	6034	6081.11111	5700.77778	5915.77778	5090.77778	6356	6314.55556	6681.66667	6004	5732.55556	5893.55556	6139.11111	6206.22222	6733	6638.22222	6404.44444	6576.33333	5909.55556	6334.77778	6292.22222	6089.55556	5483.44444	6453.77778	5990.55556	6026.22222	5762.33333	5791.11111	6074.44444	6077	5740.66667	6254.66667	6269.66667	6084.88889	6068.66667	6022.11111	5980.55556	6484.88889	6450	6412.55556	6628.66667	5685.66667	5376.22222	5986.33333	6397.22222	6670.44444	6361.77778	5739.22222	6247.66667	6503.88889
65.7	6212.55556	6555.66667	6484.66667	6468	6327.33333	6615.22222	4957.22222	6424.88889	6736.11111	5659.33333	6443.66667	6404.66667	6836.44444	6970.44444	6934.55556	6508.44444	6024.77778	6002.33333	5722.22222	6033.77778	6287.44444	6426	6813	6477.22222	6021.88889	6044	6085.11111	5726.11111	5932.55556	5111.55556	6376.77778	6324.55556	6695.44444	6140.44444	5851.44444	6012.44444	6164	6221.88889	6745	6666.22222	6426.33333	6598.33333	5900.33333	6324.44444	6291	6109.77778	5511.33333	6483.11111	6143	6168.77778	5886.22222	5810.22222	6100.55556	6093.44444	5748.66667	6259.55556	6279.22222	6234.55556	6198.44444	6140.55556	6095.55556	6615.88889	6439.77778	6407.55556	6635.11111	5772.55556	5455.77778	6065.88889	6500.55556	6775.88889	6463.44444	5757.55556	6265.22222	6521
66.7	6316.33333	6654.88889	6578.22222	6539.55556	6394.11111	6680.33333	4944.22222	6432.22222	6744.11111	5648	6455.55556	6414.22222	6838.33333	6978.33333	6942.11111	6520	6028.33333	5994.11111	5729.22222	6037.11111	6290.44444	6507.11111	6908.88889	6571.44444	6032.55556	6048.55556	6093.44444	5735	5936.66667	5127.77778	6405	6341.55556	6712.22222	6221.44444	5914.66667	6075.66667	6175.33333	6236.44444	6766.77778	6699.77778	6444.44444	6630.77778	5884.77778	6303.11111	6282.22222	6128.44444	5545.44444	6513	6243.55556	6248.66667	5951.66667	5821.33333	6110	6105.77778	5764.11111	6262.33333	6295.88889	6319.44444	6270.88889	6194.22222	6158.11111	6680.55556	6439.44444	6405.88889	6645.11111	5813.88889	5496.88889	6104.11111	6547.88889	6838.55556	6519.55556	5771.55556	6283	6548.66667
67.7	6372.55556	6717	6639.77778	6582.66667	6431.22222	6708.55556	4931.55556	6443.88889	6760.33333	5641.22222	6476.22222	6428.55556	6847.33333	6977.88889	6942.44444	6532.77778	6038	5992.33333	5736.33333	6047.22222	6304.66667	6543.44444	6959.11111	6620.55556	6041.22222	6065	6109.33333	5748.77778	5942	5136.11111	6431.33333	6354	6729.88889	6270.44444	5954.11111	6106.88889	6186.66667	6243.33333	6783.11111	6734.77778	6470.77778	6665.77778	5887	6278.44444	6271.77778	6134.11111	5566.33333	6542.44444	6309.88889	6295.55556	5992	5840.11111	6118.33333	6119.33333	5788.11111	6269.55556	6317.55556	6371.33333	6320.33333	6217.22222	6179.44444	6709.88889	6450.88889	6414.55556	6656.55556	5835	5516.55556	6113.33333	6558.22222	6852.11111	6537.44444	5777.22222	6292.33333	6567.22222
68.7	6413.66667	6756.55556	6670.88889	6609.11111	6465.11111	6734	4918.66667	6473.88889	6790.77778	5633.88889	6500.66667	6437.44444	6869.11111	6993.11111	6963.88889	6551.11111	6058.44444	5993	5757.33333	6065.66667	6323.22222	6567.22222	6996.11111	6655.66667	6061	6078.77778	6127.55556	5761.44444	5959.88889	5153.88889	6461	6382.55556	6751.44444	6309.55556	5971.44444	6123.77778	6206.77778	6269.44444	6822.11111	6774.33333	6495.55556	6713.44444	5885.88889	6262.44444	6274.33333	6153.88889	5609.77778	6579.88889	6357	6324.66667	6010.33333	5862.55556	6134.11111	6141.66667	5811.77778	6291.77778	6354.44444	6398.33333	6348.55556	6233.77778	6192.88889	6734.33333	6466.33333	6427	6677.44444	5840.66667	5526.11111	6129.66667	6563.77778	6873.66667	6557.44444	5795.11111	6318	6592.33333
69.7	6422.22222	6775.22222	6686.22222	6623.55556	6476.11111	6740.77778	4903.88889	6506.77778	6811.44444	5626.66667	6513.88889	6458.55556	6882.33333	7009.44444	6975.55556	6561.55556	6071.77778	5992.22222	5764.66667	6084.55556	6336.33333	6570.44444	7010.33333	6659.66667	6071.77778	6096	6139.11111	5783.88889	5982.66667	5172.55556	6482.22222	6404.77778	6775.22222	6326.11111	5976.11111	6129	6227.11111	6291.77778	6853.66667	6807.44444	6521.22222	6759.33333	5890.88889	6259.66667	6283.55556	6170.44444	5647.66667	6616.66667	6383.44444	6335.22222	6016.88889	5883	6155	6162.22222	5833.77778	6314.77778	6387.11111	6408.66667	6356.33333	6228	6188.88889	6740	6476	6440.55556	6702.66667	5832.66667	5522.44444	6124.22222	6556.22222	6869.66667	6548.11111	5808.33333	6330.66667	6595.66667
70.7	6426.22222	6769.55556	6671.66667	6616.66667	6471.77778	6736	4888.22222	6526.88889	6828.44444	5614.77778	6521.88889	6473.55556	6898.66667	7044.22222	6981.44444	6574.77778	6084.77778	5992.33333	5773.22222	6096.44444	6351.55556	6565.22222	7013	6655.66667	6093.44444	6108.88889	6155.66667	5796.22222	6004	5202.22222	6508.88889	6430.11111	6800.77778	6328.77778	5961.77778	6113.55556	6248.33333	6314.44444	6880.66667	6839.55556	6544.22222	6804.55556	5890.33333	6258.11111	6298.77778	6193.66667	5686	6662.11111	6394.44444	6336.66667	6005.11111	5902.33333	6174.22222	6189.33333	5852	6342.22222	6423.33333	6401.22222	6344.44444	6215.11111	6175.44444	6735	6486.33333	6454.11111	6725	5813.33333	5509.44444	6109.77778	6542.66667	6860.33333	6529.66667	5821.44444	6348.22222	6610
